"CCT","longitud","latitud","tipo","gob","nombre","alcaldia","cp"
"09DJN1314E","-99.07200833","19.18497778","Preescolar","Federal","Tlazcaltenco","Milpa Alta","12400"
"09DJN1318A","-99.24691667","19.31221944","Preescolar","Federal","Atlitic","Magdalena Contreras","10610"
"09DJN1319Z","-99.00946667","19.34576111","Preescolar","Federal","Xaire","Iztapalapa","9600"
"09DJN1320P","-98.97550556","19.32986111","Preescolar","Federal","Contle Paxqui","Iztapalapa","9637"
"09DJN1321O","-99.20414444","19.21752778","Preescolar","Federal","Ajuchitan","Tlalpan","14710"
"09DJN1323M","-99.05163333","19.37913611","Preescolar","Federal","Blas Galindo","Iztapalapa","9208"
"09DJN1324L","-99.05691389","19.37408611","Preescolar","Federal","Julian Carrillo","Iztapalapa","9208"
"09DJN1325K","-99.05149722","19.36781389","Preescolar","Federal","Dr. Atl","Iztapalapa","9209"
"09DJN1326J","-99.23834167","19.36198056","Preescolar","Federal","Ave Real","Álvaro Obregón","1560"
"09DJN1327I","-99.21841389","19.38199444","Preescolar","Federal","Lic. Luis Donaldo Colosio Murrieta","Álvaro Obregón","1276"
"09DJN1328H","-99.19579444","19.50687222","Preescolar","Federal","Angel Maria Garibay Kintana","Azcapotzalco","2210"
"09DJN1330W","-99.14658056","19.203525","Preescolar","Federal","Capitan Ignacio Jose de Allende","Tlalpan","14500"
"09DJN1331V","-99.040575","19.30423056","Preescolar","Federal","Chantico","Tláhuac","13300"
"09DJN1332U","-99.11811667","19.27704444","Preescolar","Federal","Jangaskani","Xochimilco","16034"
"09DJN1333T","-99.03589444","19.36829167","Preescolar","Federal","Maria Izquierdo","Iztapalapa","9578"
"09DJN1334S","-99.05691389","19.37408611","Preescolar","Federal","Julian Carrillo","Iztapalapa","9208"
"09DJN1336Q","-98.98501944","19.33772222","Preescolar","Federal","San Miguel Teotongo","Iztapalapa","9530"
"09DJN1337P","-99.13876111","19.53462778","Preescolar","Federal","Tlamatini","Gustavo A. Madero","7250"
"09DJN1338O","-99.12815278","19.56866667","Preescolar","Federal","Joaquin Baranda","Gustavo A. Madero","7140"
"09DJN1339N","-99.06168889","19.40553611","Preescolar","Federal","Concepcion Gonzalez Naranjo","Iztacalco","8100"
"09DJN1340C","-99.11811667","19.27704444","Preescolar","Federal","Jangaskani","Xochimilco","16034"
"09DJN1341B","-99.068275","19.24632778","Preescolar","Federal","Cuailama","Xochimilco","16500"
"09DJN1342A","-99.09789167","19.26085833","Preescolar","Federal","Xochitl","Xochimilco","16090"
"09DJN1344Z","-99.08037778","19.32721111","Preescolar","Federal","Anayantzin","Iztapalapa","9860"
"09DJN1345Y","-99.13358333","19.54109167","Preescolar","Federal","Amanecer Otlahui","Gustavo A. Madero","7170"
"09DJN1349U","-99.2006","19.22546111","Preescolar","Federal","Taviche","Tlalpan","14700"
"09DJN1350J","-99.22792778","19.26675833","Preescolar","Federal","Nezcaltiloyan","Tlalpan","16440"
"09DJN1351I","-99.06482222","19.39063333","Preescolar","Federal","Carmen Ramos Del Rio","Iztacalco","8500"
"09DJN1354F","-99.12421667","19.37817222","Preescolar","Federal","Alejandro Humboldt","Iztacalco","8830"
"09DJN1355E","-99.05710833","19.41799722","Preescolar","Federal","Federico Chopin","Iztacalco","8100"
"09DJN1356D","-99.08880556","19.19298611","Preescolar","Federal","Cuauhtzin","Milpa Alta","12300"
"09DJN1360Q","-99.02921389","19.34708889","Preescolar","Federal","Alfonso L. Herrera","Iztapalapa","9500"
"09DJN1361P","-99.20981111","19.46734444","Preescolar","Federal","Guadalupe Gomez Marquez","Miguel Hidalgo","11210"
"09DJN1362O","-99.20238889","19.26648889","Preescolar","Federal","Primavera","Tlalpan","0"
"09DJN1365L","-99.14800556","19.56018333","Preescolar","Federal","Demetrio Sodi Pallares","Gustavo A. Madero","0"
"09DJN1366K","-99.08924722","19.39300556","Preescolar","Federal","Magdalena Mixiuhca","Iztacalco","8010"
"09DJN1367J","-98.99583333","19.19060278","Preescolar","Federal","Xilotl","Milpa Alta","12800"
"09DJN1368I","-99.00285556","19.23389722","Preescolar","Federal","Gabino Jimenez Jimenez","Tláhuac","13530"
"09DJN1369H","-99.10271667","19.29551944","Preescolar","Federal","Centenario de La Heroica Escuela Naval Militar","Tlalpan","14330"
"09DJN1370X","-99.08174722","19.40898889","Preescolar","Federal","Axayacatl","Venustiano Carranza","15020"
"09DJN1371W","-99.10033889","19.24231111","Preescolar","Federal","Atemoaya","Xochimilco","16400"
"09DJN1372V","-99.04045556","19.31551389","Preescolar","Federal","Immanti","Iztapalapa","9704"
"09DJN1373U","-99.06849444","19.33564167","Preescolar","Federal","Ramon de La Fuente Muóóiz","Iztapalapa","0"
"09DJN1378P","-99.25664722","19.31573611","Preescolar","Federal","Julian Adem","Magdalena Contreras","10300"
"09DJN1381C","-98.99204444","19.214075","Preescolar","Federal","Ma. Cristina Tovar Mena","Milpa Alta","12100"
"09DJN1383A","-99.040575","19.30423056","Preescolar","Federal","Chantico","Tláhuac","13300"
"09DJN1384Z","-99.10485556","19.22670556","Preescolar","Federal","Profr. Isaias Morones Escamilla","Xochimilco","16810"
"09DJN1385Z","-99.01943333","19.24848889","Preescolar","Federal","Jose Pablo Moncayo","Xochimilco","16700"
"09DJN1396E","-99.12128056","19.21991944","Preescolar","Federal","Coconalli","Xochimilco","16800"
"09DJN1397D","-99.05619444","19.29703056","Preescolar","Federal","Yaxche","Tláhuac","13220"
"09DJN1399B","-99.05318611","19.30937222","Preescolar","Federal","Tatokke","Tláhuac","13210"
"09DJN1400A","-99.04003611","19.28349444","Preescolar","Federal","Sor Juana Ines de La Cruz","Tláhuac","13200"
"09DJN1401Z","-99.17991667","19.23486944","Preescolar","Federal","Citlali","Tlalpan","14480"
"09DJN1403Y","-99.02022222","19.24562778","Preescolar","Federal","Elena Garro","Xochimilco","16700"
"09DJN1404X","-99.24685833","19.35849444","Preescolar","Federal","Mexicatzin","Álvaro Obregón","1530"
"09DJN1405W","-99.25798611","19.29975278","Preescolar","Federal","Octavio Paz","Magdalena Contreras","10640"
"09DJN1406V","-99.13705833","19.55131389","Preescolar","Federal","Palmatitla","Gustavo A. Madero","7190"
"09DJN1407U","-99.04750556","19.31079722","Preescolar","Federal","Arboledas","Tláhuac","13219"
"09DJN1408T","-99.04750556","19.31079722","Preescolar","Federal","Arboledas","Tláhuac","13219"
"09DJN1409S","-99.23198056","19.38433611","Preescolar","Federal","Rosaura Zapata","Álvaro Obregón","1210"
"09DJN1411G","-99.25664722","19.31573611","Preescolar","Federal","Julian Adem","Magdalena Contreras","10300"
"09DJN1412F","-99.05091944","19.27808056","Preescolar","Federal","Timi","Tláhuac","13278"
"09DJN1413E","-99.13734722","19.56104167","Preescolar","Federal","Cuauhtli","Gustavo A. Madero","7130"
"09DJN1414D","-99.14271667","19.53213333","Preescolar","Federal","Luis Gonzalez Obregon","Gustavo A. Madero","0"
"09DJN1415C","-99.09339722","19.24099444","Preescolar","Federal","Tepetenchi","Xochimilco","16450"
"09DJN1417A","-99.132575","19.51733611","Preescolar","Federal","Miguel Ramos Arizpe","Gustavo A. Madero","7329"
"09DJN1419Z","-99.166675","19.27346667","Preescolar","Federal","Chimalcoyotl","Tlalpan","14630"
"09DJN1420O","-99.21768611","19.28970278","Preescolar","Federal","Elvira Jimenez Villafuerte","Tlalpan","14260"
"09DJN1422M","-98.99752778","19.34296667","Preescolar","Federal","Miahuaxochitl","Iztapalapa","9530"
"09DJN1423L","-98.997025","19.35471111","Preescolar","Federal","Guillermo Prieto","Iztapalapa","9620"
"09DJN1424K","-99.04045556","19.31551389","Preescolar","Federal","Immanti","Iztapalapa","9704"
"09DJN1428G","-99.00534722","19.19586944","Preescolar","Federal","Tecoxpa","Milpa Alta","12700"
"09DJN1429F","-99.16344722","19.52046111","Preescolar","Federal","Selma Lagerlof","Gustavo A. Madero","7600"
"09DJN1430V","-99.06491389","19.45744722","Preescolar","Federal","Helen Keller","Gustavo A. Madero","7920"
"09DJN1431U","-99.03589444","19.36829167","Preescolar","Federal","Maria Izquierdo","Iztapalapa","9578"
"09DJN1432T","-99.27069722","19.30321111","Preescolar","Federal","Tierra Unida","Magdalena Contreras","10369"
"09DJN1434R","-99.23068889","19.34724167","Preescolar","Federal","Puente de Ixtla","Álvaro Obregón","1730"
"09DJN3000S","-99.18620278","19.36072222","Normal","Federal","Jardin de Nióóos ""Lauro Aguirre""","Álvaro Obregón","1020"
"09DML0001W","-99.065625","19.18536667","Especial","Federal","Centro de Atencion Multiple No. 44","Milpa Alta","12400"
"09DML0003U","-99.20548056","19.430975","Especial","Federal","Centro de Atencion Multiple No. 48","Miguel Hidalgo","11550"
"09DML0005S","-99.27495","19.36463889","Especial","Federal","Centro de Atencion Multiple No. 100 ""Confe""","Cuajimalpa de Morelos","5320"
"09DML0006R","-99.03883889","19.38498056","Especial","Federal","Cam 29 Pedro Ponce de Leon","Iztapalapa","0"
"09DML0008P","-99.05955278","19.45536944","Especial","Federal","Centro de Atencion Multiple No. 35","Gustavo A. Madero","7920"
"09DML0011C","-99.22511667","19.30273889","Especial","Federal","Centro de Atencion Multiple No. 64","Tlalpan","14160"
"09DML0013A","-99.20553056","19.21784722","Especial","Federal","Centro de Atencion Multiple No. 40","Tlalpan","14710"
"09DML0017X","-99.12615278","19.54989444","Especial","Federal","Centro de Atencion Multiple No. 67","Gustavo A. Madero","7180"
"09DML0022I","-99.12941667","19.55458056","Especial","Federal","Centro de Atencion Multiple No. 68","Gustavo A. Madero","7180"
"09DML0024G","-99.164575","19.23670278","Especial","Federal","Centro de Atencion Multiple No. 69","Tlalpan","14490"
"09DML0025F","-98.99888611","19.26537222","Especial","Federal","Centro de Atencion Multiple No. 66","Tláhuac","13070"
"09DML0027D","-99.11512778","19.45025","Especial","Federal","Centro de Atencion Multiple No. 72","Venustiano Carranza","15220"
"09DML0029B","-99.17694167","19.44596667","Especial","Federal","Centro de Atencion Multiple No. 28","Miguel Hidalgo","11320"
"09DML0031Q","-99.28029722","19.37065556","Especial","Federal","Centro de Atencion Multiple No. 23","Cuajimalpa de Morelos","0"
"09DML0033O","-99.10627222","19.31743056","Especial","Federal","Centro de Atencion Multiple No. 31","Coyoacán","4480"
"09DML0034N","-99.16231667","19.35707778","Especial","Federal","Instituto Nacional Para La Rehabilitacion de Niï¿½Ï¿½Os Ciegos Y Debiles Visuales","Coyoacán","4100"
"09DML0035M","-99.19310278","19.40921944","Especial","Federal","Centro de Atencion Multiple No. 34","Miguel Hidalgo","11840"
"09DML0036L","-99.170975","19.35059167","Especial","Federal","Centro de Atencion Multiple No. 73","Coyoacán","4370"
"09DML0037K","-99.170975","19.35059167","Especial","Federal","Centro de Atencion Multiple No. 17","Coyoacán","4100"
"09DML0038J","-99.03883889","19.38498056","Especial","Federal","Cam 29 Pedro Ponce de Leon","Iztapalapa","0"
"09DML0040Y","-99.09121944","19.35230278","Especial","Federal","Cam 20 Hellen Keller","Iztapalapa","9820"
"09DML0041X","-99.03847778","19.37695833","Especial","Federal","Cam 8 Profra. Amelia Garcia Y Rubio","Iztapalapa","9230"
"09DML0042W","-99.03847778","19.37695833","Especial","Federal","Cam 8 Profra. Amelia Garcia Y Rubio","Iztapalapa","9230"
"09DML0043V","-99.05049167","19.32537222","Especial","Federal","Cam No. 51","Iztapalapa","9708"
"09DML0044U","-99.05049167","19.32537222","Especial","Federal","Cam No. 51","Iztapalapa","9708"
"09DML0047R","-99.0576","19.37376667","Especial","Federal","Cam 38 Alexander Graham Bell","Iztapalapa","9208"
"09DML0048Q","-99.01818611","19.24791111","Especial","Federal","Centro de Atencion Multiple No. 19","Xochimilco","16780"
"09DML0050E","-99.11839167","19.27619722","Especial","Federal","Centro de Atencion Multiple No. 41","Xochimilco","16034"
"09DML0053B","-99.11540833","19.45079167","Especial","Federal","Centro de Atencion Multiple No. 81","Venustiano Carranza","15220"
"09DML0054A","-99.13438333","19.45644444","Especial","Federal","Centro de Atencion Multiple No. 85","Cuauhtémoc","6250"
"09DML0056Z","-99.10946944","19.43207222","Especial","Federal","Centro de Atencion Multiple No. 86","Venustiano Carranza","15500"
"09DML0058X","-99.13208611","19.45614167","Especial","Federal","Centro de Atencion Multiple No. 87","Cuauhtémoc","6250"
"09DML0059W","-99.20388056","19.34311111","Especial","Federal","Centro de Atencion Multiple No. 6","Álvaro Obregón","1080"
"09DML0060L","-99.24105","19.34383333","Especial","Federal","Centro de Atencion Multiple No. 7","Álvaro Obregón","1720"
"09DML0061K","-99.21614722","19.32644722","Especial","Federal","Centro de Atencion Multiple No. 54","Magdalena Contreras","10200"
"09DML0062J","-99.15946389","19.28870833","Especial","Federal","Centro de Atencion Multiple No. 15","Tlalpan","14310"
"09DML0063I","-99.05855278","19.452275","Especial","Federal","Centro de Atencion Multiple No. 80","Tláhuac","13420"
"09DML0064H","-99.11219167","19.39715833","Especial","Federal","Centro de Atencion Multiple No. 10","Iztacalco","8710"
"09DML0065G","-99.09577222","19.38381944","Especial","Federal","Centro de Atencion Multiple No. 30","Iztacalco","8040"
"09DML0067E","-99.14968333","19.41368889","Especial","Federal","Centro de Atencion Multiple No. 45 ""Apac""","Cuauhtémoc","6720"
"09DML0068D","-99.13557222","19.45059722","Especial","Federal","Centro de Atencion Multiple No. 33","Cuauhtémoc","6900"
"09DML0072Q","-99.12718889","19.43533333","Especial","Federal","Escuela Nacional Para Ciegos ""Lic Ignacio Trigueros""","Cuauhtémoc","6000"
"09DML0073P","-99.11544444","19.40747778","Especial","Federal","Centro de Atencion Multiple No. 83","Venustiano Carranza","15850"
"09DML0074O","-99.10211944","19.38576389","Especial","Federal","Centro de Atencion Multiple No. 82","Iztacalco","8900"
"09DML0075N","-99.18548056","19.39709722","Especial","Federal","Centro de Atencion Multiple No. 76","Miguel Hidalgo","11870"
"09DML0076M","-99.19976389","19.48138889","Especial","Federal","Centro de Atencion Multiple No. 77","Azcapotzalco","2100"
"09DML0077L","-99.11802222","19.49564167","Especial","Federal","Centro de Atencion Multiple No. 3","Gustavo A. Madero","7010"
"09DML0079J","-99.09451944","19.49421944","Especial","Federal","Centro de Atencion Multiple No. 5","Gustavo A. Madero","7440"
"09DML0081Y","-99.11413889","19.48816111","Especial","Federal","Centro de Atencion Multiple No. 18","Gustavo A. Madero","7060"
"09DML0083W","-99.15445278","19.50693056","Especial","Federal","Centro de Atencion Multiple No. 24","Gustavo A. Madero","7710"
"09DML0084V","-99.09964444","19.49343056","Especial","Federal","Centro de Atencion Multiple No. 52","Gustavo A. Madero","7040"
"09DML0085U","-99.11204444","19.49324167","Especial","Federal","Centro de Atencion Multiple No. 79","Gustavo A. Madero","7010"
"09DML0087S","-99.17103889","19.35057778","Especial","Federal","Centro de Atencion Multiple No. 92","Coyoacán","4010"
"09DML0089Q","-99.16072778","19.38884444","Especial","Federal","Centro de Atencion Multiple No. 93","Benito Juárez","3630"
"09DML0090F","-99.13024167","19.25919444","Especial","Federal","Centro de Atencion Multiple No. 95","Xochimilco","16100"
"09DML0092D","-99.19180278","19.44011944","Especial","Federal","Centro de Atencion Multiple No. 1","Miguel Hidalgo","11520"
"09DML0093C","-99.17437222","19.48630556","Especial","Federal","Centro de Atencion Multiple No. 4","Azcapotzalco","2020"
"09DML0095A","-99.18431111","19.39625833","Especial","Federal","Centro de Atencion Multiple No. 12","Miguel Hidalgo","11800"
"09DML0097Z","-99.17886111","19.44867222","Especial","Federal","Centro de Atencion Multiple No. 16","Miguel Hidalgo","11320"
"09DML0101V","-99.19976389","19.48138889","Especial","Federal","Centro de Atencion Multiple No. 74","Azcapotzalco","2720"
"09DML0102U","-99.12729722","19.31152222","Especial","Federal","Centro de Atencion Multiple No. 55","Coyoacán","4890"
"09DML0103T","-99.15820278","19.36653333","Especial","Federal","Centro de Atencion Multiple No. 11","Benito Juárez","3310"
"09DML0104S","-99.14219167","19.36829444","Especial","Federal","Centro de Atencion Multiple No. 39","Benito Juárez","3300"
"09DML0106Q","-99.16559444","19.39269167","Especial","Federal","Centro de Atencion Multiple No. 89","Benito Juárez","3100"
"09DML0107P","-99.15096944","19.38031667","Especial","Federal","Centro de Atencion Multiple No. 88","Benito Juárez","3650"
"09DML0108O","-99.15321667","19.35314722","Especial","Federal","Centro de Atencion Multiple No. 90","Coyoacán","4100"
"09DML0110C","-99.21705","19.27704444","Especial","Federal","Centro de Atencion Multiple No. 22","Tlalpan","14220"
"09DML0111B","-99.20945833","19.33714722","Especial","Federal","Centro de Atencion Multiple No. 37","Álvaro Obregón","1080"
"09DML0113Z","-99.14265833","19.39688889","Especial","Federal","Centro de Atencion Multiple No. 2","Benito Juárez","3400"
"09DML0114Z","-99.14693889","19.33495556","Especial","Federal","Centro de Atencion Multiple No. 27","Coyoacán","4330"
"09DML0116X",,,"Especial",,"Centro de Atención Múltiple No. 36","Coyoacán","0"
"09DML0117W","-99.16897778","19.43799167","Especial","Federal","Centro de Atencion Multiple No. 97","Miguel Hidalgo","11370"
"09DML0119U","-99.16037222","19.47300556","Especial","Federal","Centro de Atencion Multiple No. 99","Azcapotzalco","2920"
"09DML0121I","-99.20676111","19.43238056","Especial","Federal","Centro de Atencion Multiple No. 102 (Clinica de Ortolalia)","Miguel Hidalgo","11550"
"09DML0122H","-99.20676111","19.43238056","Especial","Federal","Centro de Atencion Multiple No. 101 (Clinica de Conducta)","Miguel Hidalgo","11550"
"09DML0123G","-99.20676111","19.43238056","Especial","Federal","Centro de Atencion Multiple No. 101 (Clinica de Conducta)","Miguel Hidalgo","11550"
"09DML0124F","-99.20676111","19.43238056","Especial","Federal","Centro de Atencion Multiple No. 102 (Clinica de Ortolalia)","Miguel Hidalgo","11550"
"09DML0125E","-99.14762222","19.42603056","Especial","Federal","Centro de Atencion Multiple No. 14","Cuauhtémoc","6720"
"09DML0126D","-99.12767778","19.44098056","Especial","Federal","Centro de Atencion Multiple No. 103","Cuauhtémoc","6000"
"09DML0128B","-99.09121944","19.35230278","Especial","Federal","Cam 71 Juan Huarte de San Juan","Iztapalapa","9820"
"09DML0130Q","-99.05084444","19.32570833","Especial","Federal","Cam 11","Iztapalapa","9708"
"09DML0132O","-99.09121944","19.35230278","Especial","Federal","Cam 58","Iztapalapa","9820"
"09DML0138I","-99.02457222","19.38313611","Especial","Federal","Dr. Roberto Solis Quiroga","Iztapalapa","9130"
"09DML0139H","-99.06202222","19.40556944","Especial","Federal","Centro de Atencion Multiple No. 105","Iztacalco","8100"
"09DNE0002K","-99.1867278","19.3609353","Normal","Federal","Escuela Nacional Para Maestras de Jardines de Niï¿½Ï¿½Os","Álvaro Obregón","1020"
"09DPR0001N","-99.04064444","19.28731389","Primaria","Federal","Aniceto Castellanos Urrutia","Tláhuac","13200"
"09DPR0003L","-99.07090556","19.29628889","Primaria","Federal","Efrain Huerta","Iztapalapa","9960"
"09DPR0004K","-99.11128333","19.26803333","Primaria","Federal","Profra. Herminia Ordoóóez Torres","Xochimilco","16039"
"09DPR0005J","-99.05108889","19.32975833","Primaria","Federal","Profr. Antonio Cedeóóo","Iztapalapa","9700"
"09DPR0006I","-99.04478333","19.32818056","Primaria","Federal","Jose Ma. Rodriguez Cos","Iztapalapa","9700"
"09DPR0007H","-99.05931389","19.33147778","Primaria","Federal","Profr. Carlos Espinosa Romero","Iztapalapa","9740"
"09DPR0009F","-99.00582778","19.28943611","Primaria","Federal","Profr. Manuel Rafael Gutierrez","Tláhuac","13420"
"09DPR0010V","-99.08324167","19.30241111","Primaria","Federal","Profr. Vicente Mora","Iztapalapa","9920"
"09DPR0011U","-99.106175","19.24628611","Primaria","Federal","Profr. Caritino Maldonado Perez","Xochimilco","16450"
"09DPR0012T","-99.04636667","19.29240833","Primaria","Federal","Salvador  Hermoso Najera","Tláhuac","13200"
"09DPR0013S","-99.14146667","19.51338333","Primaria","Federal","Profr. Laureano Jimenez Y Coria","Gustavo A. Madero","7320"
"09DPR0014R","-99.133575","19.57701111","Primaria","Federal","Juan Pablo Galeana","Gustavo A. Madero","7119"
"09DPR0015Q","-98.99588889","19.28511944","Primaria","Federal","Nicolas Leon","Tláhuac","13420"
"09DPR0017O","-98.99588889","19.28511944","Primaria","Federal","Nicolas Leon","Tláhuac","13420"
"09DPR0018N","-99.06098889","19.28720833","Primaria","Federal","Julio de La Fuente","Tláhuac","13270"
"09DPR0019M","-99.03792778","19.31230556","Primaria","Federal","Daniel Cosio Villegas","Tláhuac","13310"
"09DPR0020B","-99.28713611","19.35501389","Primaria","Federal","Sitio de Cuautla","Cuajimalpa de Morelos","5330"
"09DPR0021A","-99.26513333","19.30925833","Primaria","Federal","Profra. Leonor Leaóóos Navarro","Magdalena Contreras","10350"
"09DPR0022Z","-99.23376667","19.37564722","Primaria","Federal","Profr. Luis Audirac Galvez","Álvaro Obregón","1290"
"09DPR0029T","-99.02378333","19.37379444","Primaria","Federal","Profra. Alicia Martinez Montoya","Iztapalapa","9510"
"09DPR0030I","-99.10153056","19.37428889","Primaria","Federal","Enrique Garcia Gallegos","Iztapalapa","9410"
"09DPR0032G","-99.17125","19.25080556","Primaria","Federal","Cajeme","Tlalpan","14400"
"09DPR0033F","-99.23259444","19.36831667","Primaria","Federal","Jose Ines Novelo","Álvaro Obregón","1290"
"09DPR0034E","-99.22155556","19.29031944","Primaria","Federal","Indira Gandhi","Tlalpan","14200"
"09DPR0035D","-99.22308611","19.27502778","Primaria","Federal","Profr. Hermilo Zavalza Del Valle","Tlalpan","14230"
"09DPR0036C","-99.30032222","19.34745556","Primaria","Federal","Vini Cubi","Cuajimalpa de Morelos","5500"
"09DPR0037B","-99.09648333","19.35230278","Primaria","Federal","Cesar Vallejo","Iztapalapa","9820"
"09DPR0038A","-99.16488056","19.47268611","Primaria","Federal","Profra. Emma Godoy","Azcapotzalco","2540"
"09DPR0039Z","-99.21266944","19.47539444","Primaria","Federal","13 de Septiembre de 1847","Azcapotzalco","2710"
"09DPR0040P","-99.22496111","19.38311389","Primaria","Federal","Flavio Gutierrez Zacarias","Álvaro Obregón","1200"
"09DPR0043M","-99.28806667","19.37253611","Primaria","Federal","Carlos Maria Bustamante","Cuajimalpa de Morelos","5210"
"09DPR0044L","-99.24439722","19.297375","Primaria","Federal","Catalina Cardona Nava","Magdalena Contreras","10900"
"09DPR0045K","-99.20230556","19.28225","Primaria","Federal","Profr. Jose S. Benitez","Tlalpan","14250"
"09DPR0046J","-99.23010556","19.27267222","Primaria","Federal","Gustavo Baz Prada","Tlalpan","0"
"09DPR0047I","-99.02033056","19.33008056","Primaria","Federal","Profr. Bruno Martinez","Iztapalapa","9680"
"09DPR0048H","-99.10115556","19.31336389","Primaria","Federal","Maestro Ricardo Salgado Corral","Coyoacán","4850"
"09DPR0049G","-99.0815","19.38554722","Primaria","Federal","Profr. Carlos Sandoval Sevilla","Iztapalapa","9030"
"09DPR0050W","-99.06506111","19.37428056","Primaria","Federal","Profr. Luis G. Ramirez Valadez","Iztapalapa","9320"
"09DPR0051V","-99.073425","19.31105278","Primaria","Federal","Genaro Garcia","Iztapalapa","9790"
"09DPR0052U","-98.99201111","19.21435","Primaria","Federal","Rosa Villanueva Ramos","Milpa Alta","12100"
"09DPR0053T","-98.995075","19.347425","Primaria","Federal","Profr. Enrique Gonzalez Aparicio","Iztapalapa","9530"
"09DPR0054S","-99.05372222","19.32675556","Primaria","Federal","Profr. Marcelino Renteria","Iztapalapa","9760"
"09DPR0056Q","-99.05834167","19.32968889","Primaria","Federal","Jesus Narvaez Galdeano","Iztapalapa","9760"
"09DPR0057P","-99.23763056","19.35965556","Primaria","Federal","Mariano Escobedo","Álvaro Obregón","1550"
"09DPR0059N","-99.22241389","19.27457778","Primaria","Federal","Domingo Martinez  Paredez","Tlalpan","14230"
"09DPR0100N","-99.16901389","19.30533611","Primaria","Federal","Tlamatini","Coyoacán","4700"
"09DPR0101M","-99.10627222","19.31743056","Primaria","Federal","Profr. Francisco Javier Lilly Huerta","Coyoacán","4480"
"09DPR0102L","-99.07090556","19.29628889","Primaria","Federal","Efrain Huerta","Iztapalapa","9960"
"09DPR0103K","-99.05108889","19.32975833","Primaria","Federal","Profr. Antonio Cedeóóo","Iztapalapa","9700"
"09DPR0105I","-99.02033056","19.33008056","Primaria","Federal","Profr. Bruno Martinez","Iztapalapa","9680"
"09DPR0107G","-99.07499722","19.34556389","Primaria","Federal","Profr. Manuel Alcala Martin","Iztapalapa","9830"
"09DPR0109E","-99.00582778","19.28943611","Primaria","Federal","Profr. Manuel Rafael Gutierrez","Tláhuac","13420"
"09DPR0110U","-99.01038056","19.36241111","Primaria","Federal","Profr. Efrain Bonilla Manzano","Iztapalapa","9510"
"09DPR0111T","-99.05334167","19.38558333","Primaria","Federal","Profra. Columba Rivera","Iztapalapa","9220"
"09DPR0112S","-99.02755833","19.33089722","Primaria","Federal","Profr. Ramiro Sanchez Lopez","Iztapalapa","9700"
"09DPR0113R","-99.03136944","19.35630833","Primaria","Federal","J. Concepcion Rivera","Iztapalapa","9500"
"09DPR0117N","-99.21220556","19.49048611","Primaria","Federal","Lic. Adolfo Lopez Mateos","Azcapotzalco","2750"
"09DPR0118M","-99.20813611","19.50181944","Primaria","Federal","Faja de Oro","Azcapotzalco","2410"
"09DPR0119L","-99.058425","19.41465","Primaria","Federal","Jose Ruben Romero","Iztacalco","8100"
"09DPR0120A","-99.04627222","19.33695556","Primaria","Federal","Pablo Picasso","Iztapalapa","9290"
"09DPR0121Z","-99.08509722","19.33849722","Primaria","Federal","Profr. Ramon Espinosa Villanueva","Iztapalapa","9850"
"09DPR0122Z","-99.0565","19.42323333","Primaria","Federal","Presidente Vicente Rocafuerte","Venustiano Carranza","15680"
"09DPR0123Y","-99.16980556","19.31553889","Primaria","Federal","Profr. Ramon Durand","Coyoacán","4369"
"09DPR0124X","-99.09633056","19.39912222","Primaria","Federal","Profr. Jose Guadalupe Aguilera","Iztacalco","8400"
"09DPR0125W","-99.10176111","19.25481667","Primaria","Federal","Profr. Vicente V. Ybarra","Xochimilco","16090"
"09DPR0126V","-99.11355556","19.32515","Primaria","Federal","Estefania Castaóóeda","Coyoacán","4440"
"09DPR0127U","-99.03801944","19.332175","Primaria","Federal","Profr. Jose Gonzalez Villaseóóor","Iztapalapa","9709"
"09DPR0128T","-99.11613611","19.32216389","Primaria","Federal","Profr. Avelino Bolaóóos Palacios","Coyoacán","4480"
"09DPR0129S","-99.10390833","19.29467222","Primaria","Federal","Profra. Aurora Lopez Velarde Berumen","Tlalpan","14330"
"09DPR0130H","-99.21444444","19.35409722","Primaria","Federal","Profra. Virginia Rivera Lozano","Álvaro Obregón","1710"
"09DPR0131G","-99.25931111","19.32503333","Primaria","Federal","Efrain Huerta","Álvaro Obregón","1860"
"09DPR0134D","-99.24868333","19.33176111","Primaria","Federal","Aurelio Hidalgo","Álvaro Obregón","1840"
"09DPR0135C","-99.12048056","19.33575","Primaria","Federal","Maestro Jose Guadalupe Najera Jimenez","Coyoacán","4430"
"09DPR0137A","-99.02755833","19.33089722","Primaria","Federal","Profr. Ramiro Sanchez Lopez","Iztapalapa","9700"
"09DPR0138Z","-99.12405278","19.31715","Primaria","Federal","Profr. Fernando Brom Rojas","Coyoacán","4800"
"09DPR0141N","-99.03801944","19.332175","Primaria","Federal","Profr. Jose Gonzalez Villaseï¿½Ï¿½Or","Iztapalapa","9709"
"09DPR0143L","-99.201575","19.39121667","Primaria","Federal","Esperanza Villasana Heredia","Álvaro Obregón","1140"
"09DPR0144K","-99.28806667","19.37253611","Primaria","Federal","Carlos Maria Bustamante","Cuajimalpa de Morelos","5210"
"09DPR0145J","-99.13484167","19.55234167","Primaria","Federal","Profra. Josefina Tolsa Maraï¿½Ï¿½On","Gustavo A. Madero","7170"
